"date","swe","Q"
2014-01-17,0.8,0
2014-02-17,3.1,0
2014-03-17,6.5,155
2014-04-17,9.6,139
2014-05-17,16.7,913
2014-06-17,20.8,2030
2014-07-17,26.1,1100
2014-08-17,32.1,631
2014-09-17,2.7,316
2014-10-17,0,156
2014-11-17,0,0
2014-12-17,0,0
2014-01-18,1,0
2014-02-18,3,0
2014-03-18,6.4,151
2014-04-18,9.5,162
2014-05-18,16.8,1120
2014-06-18,21,2090
2014-07-18,26.1,829
2014-08-18,32.6,595
2014-09-18,1.1,232
2014-10-18,0,154
2014-11-18,0,0
2014-12-18,0,0
2014-01-19,1.1,0
2014-02-19,3.1,0
2014-03-19,6.4,142
2014-04-19,9.5,191
2014-05-19,16.8,1280
2014-06-19,21.1,2140
2014-07-19,25.5,635
2014-08-19,32.6,583
2014-09-19,0.4,91.6
2014-10-19,0,150
2014-11-19,0,0
2014-12-19,0,0
2014-01-20,1.2,0
2014-02-20,3.2,50.8
2014-03-20,6.3,149
2014-04-20,9.5,249
2014-05-20,17.2,1550
2014-06-20,21.2,1860
2014-07-20,25.5,690
2014-08-20,32.6,587
2014-09-20,0.2,138
2014-10-20,0,137
2014-11-20,0,0
2014-12-20,0,0
2014-01-21,1.8,0
2014-02-21,3.6,107
2014-03-21,6.1,152
2014-04-21,9.4,239
2014-05-21,17.2,1940
2014-06-21,21.2,1800
2014-07-21,25.4,751
2014-08-21,32.2,546
2014-09-21,0,187
2014-10-21,0,137
2014-11-21,0,0
2014-12-21,0,0
2014-01-22,1.8,0
2014-02-22,3.9,120
2014-03-22,6.1,155
2014-04-22,9.4,254
2014-05-22,17.2,2470
2014-06-22,21.2,1720
2014-07-22,25.3,709
2014-08-22,31.9,525
2014-09-22,0,193
2014-10-22,0,139
2014-11-22,0,0
2014-12-22,0,0
2014-01-23,1.8,0
2014-02-23,4,110
2014-03-23,6.4,143
2014-04-23,9.4,344
2014-05-23,17.4,2760
2014-06-23,21.6,1710
2014-07-23,25.2,608
2014-08-23,31,438
2014-09-23,0,174
2014-10-23,0,139
2014-11-23,0,0
2014-12-23,0,0
2014-01-24,1.6,0
2014-02-24,4,110
2014-03-24,6.5,162
2014-04-24,9.4,241
2014-05-24,17.5,3350
2014-06-24,21.6,1750
2014-07-24,25.4,588
2014-08-24,30.8,527
2014-09-24,0,129
2014-10-24,0,136
2014-11-24,0,0
2014-12-24,0,0
2014-01-25,1.5,0
2014-02-25,4,126
2014-03-25,7,163
2014-04-25,9.5,243
2014-05-25,17.6,4160
2014-06-25,21.6,1760
2014-07-25,25.4,620
2014-08-25,31.2,522
2014-09-25,0,91.1
2014-10-25,0,133
2014-11-25,0,0
2014-12-25,0,0
2014-01-26,1.4,0
2014-02-26,4,138
2014-03-26,7,166
2014-04-26,9.5,288
2014-05-26,17.7,4510
2014-06-26,21.6,1720
2014-07-26,25.4,731
2014-08-26,30.3,532
2014-09-26,0,74
2014-10-26,0,131
2014-11-26,0,0
2014-12-26,0,0
2014-01-27,1.4,0
2014-02-27,4,135
2014-03-27,7,171
2014-04-27,9.6,505
2014-05-27,17.8,3850
2014-06-27,21.6,1740
2014-07-27,25.7,712
2014-08-27,29.8,490
2014-09-27,0,100
2014-10-27,0,140
2014-11-27,0,0
2014-12-27,0,0
2014-01-28,1.4,0
2014-02-28,4.1,135
2014-03-28,7,171
2014-04-28,10.1,654
2014-05-28,18.3,4280
2014-06-28,22.1,1660
2014-07-28,26.8,631
2014-08-28,26.8,481
2014-09-28,0,133
2014-10-28,0,144
2014-11-28,0,0
2014-12-28,0,0
2014-01-29,1.6,0
2014-03-29,7,169
2014-04-29,10.2,559
2014-05-29,NA,4510
2014-06-29,22.1,1480
2014-07-29,27.2,700
2014-08-29,26.5,339
2014-09-29,0,160
2014-10-29,0,142
2014-11-29,0,0
2014-12-29,0,0
2014-01-30,2,0
2014-03-30,7,173
2014-04-30,10.7,503
2014-05-30,NA,4670
2014-06-30,22.2,1430
2014-07-30,28.5,879
2014-08-30,25.5,289
2014-09-30,0,225
2014-10-30,0,147
2014-11-30,0,0
2014-12-30,0.3,0
2014-01-31,2,0
2014-03-31,7.1,185
2014-05-31,NA,5570
2014-07-31,NA,1030
2014-08-31,25.6,276
2014-10-31,0,147
2014-12-31,NA,0
2015-01-01,0.3,0
2015-02-01,0.5,0
2015-03-01,5,110
2015-04-01,8.9,216
2015-05-01,10,1130
2015-06-01,13.7,2530
2015-07-01,16.3,1350
2015-08-01,18.8,460
2015-09-01,14.8,32.5
2015-10-01,0,62.5
2015-11-01,0,72.6
2015-12-01,0,0
2015-01-02,0.3,0
2015-02-02,0.5,0
2015-03-02,5.1,112
2015-04-02,8.9,234
2015-05-02,10.1,1150
2015-06-02,14.1,2650
2015-07-02,16.3,1320
2015-08-02,18.5,452
2015-09-02,13.6,38.7
2015-10-02,0,66.9
2015-11-02,0,68.6
2015-12-02,0,0
2015-01-03,0.2,0
2015-02-03,0.7,0
2015-03-03,5.1,112
2015-04-03,9,234
2015-05-03,10.3,1100
2015-06-03,14.9,2990
2015-07-03,16.5,1250
2015-08-03,17.9,441
2015-09-03,13.2,52.2
2015-10-03,0,76.4
2015-11-03,0,64.2
2015-12-03,0,0
2015-01-04,0.2,0
2015-02-04,1.2,0
2015-03-04,5.1,112
2015-04-04,9.1,217
2015-05-04,10.8,1100
2015-06-04,15.2,3120
2015-07-04,16.5,1190
2015-08-04,18,440
2015-09-04,13,81.9
2015-10-04,0,80.8
2015-11-04,0,67.4
2015-12-04,0,0
2015-01-05,0,0
2015-02-05,1.2,0
2015-03-05,5.1,110
2015-04-05,9.2,219
2015-05-05,11.9,1170
2015-06-05,15.2,3290
2015-07-05,16.6,1120
2015-08-05,17.7,394
2015-09-05,12.4,90.6
2015-10-05,0,80.3
2015-11-05,0,77.9
2015-12-05,0,0
2015-01-06,0,0
2015-02-06,1.2,0
2015-03-06,5.1,112
2015-04-06,9.3,222
2015-05-06,11.9,1250
2015-06-06,15.3,3320
2015-07-06,16.6,1300
2015-08-06,17.7,386
2015-09-06,10.9,173
2015-10-06,0,68.7
2015-11-06,0,68.8
2015-12-06,0,0
2015-01-07,0,0
2015-02-07,1.3,0
2015-03-07,5.1,111
2015-04-07,9.3,221
2015-05-07,11.7,1380
2015-06-07,15.4,3050
2015-07-07,16.6,1340
2015-08-07,17.8,378
2015-09-07,9.9,199
2015-10-07,0,79.9
2015-11-07,0,54
2015-12-07,0,0
2015-01-08,0,0
2015-02-08,1.4,0
2015-03-08,5.1,114
2015-04-08,9.3,226
2015-05-08,11.5,1690
2015-06-08,15.5,2880
2015-07-08,16.6,1680
2015-08-08,17.8,372
2015-09-08,9.1,191
2015-10-08,0,93.7
2015-11-08,0,46
2015-12-08,0,0
2015-01-09,0,0
2015-02-09,1.4,0
2015-03-09,5.1,118
2015-04-09,9.2,227
2015-05-09,11.4,2340
2015-06-09,15.5,2900
2015-07-09,16.6,1990
2015-08-09,17.9,361
2015-09-09,7.8,155
2015-10-09,0,77.6
2015-11-09,0,67.1
2015-12-09,0,0
2015-01-10,0,0
2015-02-10,1.4,75.3
2015-03-10,5.1,125
2015-04-10,9.2,218
2015-05-10,11.4,2710
2015-06-10,15.6,3010
2015-07-10,16.9,1540
2015-08-10,18,367
2015-09-10,6.3,130
2015-10-10,0,66.9
2015-11-10,0,73.6
2015-12-10,0,0
2015-01-11,0,0
2015-02-11,1.7,121
2015-03-11,5.1,131
2015-04-11,9.2,214
2015-05-11,11.5,2420
2015-06-11,15.6,3630
2015-07-11,17.1,1300
2015-08-11,18.5,349
2015-09-11,6.3,121
2015-10-11,0,56.5
2015-11-11,0,82.3
2015-12-11,0,0
2015-01-12,0,0
2015-02-12,1.7,115
2015-03-12,5.1,142
2015-04-12,9.4,210
2015-05-12,11.6,2310
2015-06-12,15.7,3910
2015-07-12,17.1,1230
2015-08-12,18.6,349
2015-09-12,5.3,95.9
2015-10-12,0,53.2
2015-11-12,0,54.8
2015-12-12,0,0
2015-01-13,0.5,0
2015-02-13,1.8,117
2015-03-13,5.1,145
2015-04-13,9.4,209
2015-05-13,11.7,2160
2015-06-13,15.7,3710
2015-07-13,17,1220
2015-08-13,18.6,363
2015-09-13,4,60.5
2015-10-13,0,47.7
2015-11-13,0,48.1
2015-12-13,0,0
2015-01-14,0.4,0
2015-02-14,2.3,114
2015-03-14,5.1,153
2015-04-14,9.4,214
2015-05-14,11.7,2130
2015-06-14,15.7,3320
2015-07-14,16.9,1200
2015-08-14,18.6,363
2015-09-14,2.9,39.5
2015-10-14,0,56.2
2015-11-14,0,69.3
2015-12-14,0,0
2015-01-15,0.3,0
2015-02-15,2.4,118
2015-03-15,5.5,149
2015-04-15,9.4,247
2015-05-15,11.7,2020
2015-06-15,15.9,3000
2015-07-15,16.3,1220
2015-08-15,18.4,309
2015-09-15,1.8,59.5
2015-10-15,0,69.8
2015-11-15,0,69.2
2015-12-15,0,0
2015-01-16,0.1,0
2015-02-16,2.7,118
2015-03-16,5.5,181
2015-04-16,9.4,305
2015-05-16,11.7,1920
2015-06-16,15.9,2820
2015-07-16,15.8,1040
2015-08-16,18.3,284
2015-09-16,0.2,65.1
2015-10-16,0,71.4
2015-11-16,0,71.8
2015-12-16,0,0
2015-01-17,0,0
2015-02-17,2.8,89.5
2015-03-17,5.8,205
2015-04-17,9.6,385
2015-05-17,11.8,1780
2015-06-17,15.9,3120
2015-07-17,16.6,963
2015-08-17,18.3,266
2015-09-17,0,46.3
2015-10-17,0,74.7
2015-11-17,0,79
2015-12-17,0,0
2015-01-18,0,0
2015-02-18,2.8,92.6
2015-03-18,5.8,214
2015-04-18,9.7,344
2015-05-18,12,1690
2015-06-18,15.9,2770
2015-07-18,17.8,931
2015-08-18,18.8,220
2015-09-18,0,50
2015-10-18,0,65.3
2015-11-18,0,63.3
2015-12-18,0,0
2015-01-19,0,0
2015-02-19,3,111
2015-03-19,5.8,211
2015-04-19,9.7,384
2015-05-19,12.1,2070
2015-06-19,15.9,2590
2015-07-19,18.4,925
2015-08-19,18.8,223
2015-09-19,0,37.5
2015-10-19,0,48
2015-11-19,0,62.5
2015-12-19,0,0
2015-01-20,0,0
2015-02-20,3,121
2015-03-20,5.8,200
2015-04-20,9.7,422
2015-05-20,12.2,2330
2015-06-20,15.9,2490
2015-07-20,18.4,877
2015-08-20,19.1,229
2015-09-20,0,35.5
2015-10-20,0,48.9
2015-11-20,0,77.5
2015-12-20,0,0
2015-01-21,0,0
2015-02-21,3,113
2015-03-21,5.8,185
2015-04-21,9.7,459
2015-05-21,12.7,2300
2015-06-21,15.9,2210
2015-07-21,18.7,854
2015-08-21,19.3,197
2015-09-21,0,58.1
2015-10-21,0,56.2
2015-11-21,0,64.3
2015-12-21,0,0
2015-01-22,0,0
2015-02-22,3,104
2015-03-22,7,186
2015-04-22,9.7,540
2015-05-22,12.8,2320
2015-06-22,15.6,1960
2015-07-22,18.9,868
2015-08-22,19.4,170
2015-09-22,0,70.5
2015-10-22,0,129
2015-11-22,0,65.9
2015-12-22,0,0
2015-01-23,0,0
2015-02-23,3.5,74.4
2015-03-23,7.5,191
2015-04-23,9.7,483
2015-05-23,12.8,2510
2015-06-23,15.6,1820
2015-07-23,19.2,823
2015-08-23,19.6,149
2015-09-23,0,66.9
2015-10-23,0,152
2015-11-23,0,74.7
2015-12-23,0,0
2015-01-24,0,0
2015-02-24,3.7,81.9
2015-03-24,7.6,191
2015-04-24,9.7,570
2015-05-24,12.8,2550
2015-06-24,16.1,1640
2015-07-24,19.4,747
2015-08-24,19.6,125
2015-09-24,0,66.4
2015-10-24,0,94.7
2015-11-24,0,87
2015-12-24,0,0
2015-01-25,0,0
2015-02-25,4.5,123
2015-03-25,7.9,187
2015-04-25,9.7,613
2015-05-25,13.1,2470
2015-06-25,16.7,1450
2015-07-25,19.4,632
2015-08-25,19.6,118
2015-09-25,0,61.3
2015-10-25,0,77.7
2015-11-25,0,95.5
2015-12-25,0,0
2015-01-26,0,0
2015-02-26,5,115
2015-03-26,8.2,182
2015-04-26,9.7,732
2015-05-26,13.5,2320
2015-06-26,17.1,1400
2015-07-26,19.7,641
2015-08-26,19.6,114
2015-09-26,0,48.2
2015-10-26,0,74.6
2015-11-26,0,88.1
2015-12-26,0,0
2015-01-27,0.6,0
2015-02-27,5,111
2015-03-27,8.2,177
2015-04-27,9.7,990
2015-05-27,13.5,2280
2015-06-27,17.1,1500
2015-07-27,19.8,604
2015-08-27,19.1,120
2015-09-27,0,48.5
2015-10-27,0,79.2
2015-11-27,0,72.2
2015-12-27,0,0
2015-01-28,0.5,0
2015-02-28,5,110
2015-03-28,8.4,186
2015-04-28,9.7,953
2015-05-28,13.5,2260
2015-06-28,17.1,1380
2015-07-28,19.8,573
2015-08-28,18.2,137
2015-09-28,0,50.7
2015-10-28,0,90.2
2015-11-28,0,72.5
2015-12-28,0,0
2015-01-29,0.5,0
2015-03-29,8.6,196
2015-04-29,9.7,918
2015-05-29,NA,2230
2015-06-29,16.5,1280
2015-07-29,19.8,523
2015-08-29,17.3,98
2015-09-29,0,55.8
2015-10-29,0,74.4
2015-11-29,0,74.6
2015-12-29,0,0
2015-01-30,0.5,0
2015-03-30,8.6,215
2015-04-30,9.7,1060
2015-05-30,NA,2160
2015-06-30,16.3,1280
2015-07-30,19.5,498
2015-08-30,16.9,57.5
2015-09-30,0,61.1
2015-10-30,0,73.9
2015-11-30,0,36.5
2015-12-30,0,0
2015-01-31,0.5,0
2015-03-31,8.6,211
2015-05-31,NA,2250
2015-07-31,NA,482
2015-08-31,16.2,39.2
2015-10-31,0,77.8
2015-12-31,NA,0
2016-01-01,0,0
2016-02-01,1.5,0
2016-03-01,3,55.9
2016-04-01,6.1,199
2016-05-01,10.2,690
2016-06-01,11.4,1720
2016-07-01,17.8,1230
2016-08-01,21.7,315
2016-09-01,14.7,108
2016-10-01,0,37.7
2016-11-01,0,53
2016-12-01,0,8.77
2016-01-02,0,0
2016-02-02,1.5,0
2016-03-02,3.1,64.9
2016-04-02,6.1,194
2016-05-02,10.6,628
2016-06-02,11.5,1840
2016-07-02,18,1170
2016-08-02,21.7,308
2016-09-02,14,92.5
2016-10-02,0,40.1
2016-11-02,0,61.7
2016-12-02,0,0
2016-01-03,0,0
2016-02-03,1.5,0
2016-03-03,3.3,57.8
2016-04-03,6.4,213
2016-05-03,10.7,774
2016-06-03,11.5,2070
2016-07-03,18.2,1070
2016-08-03,21.7,348
2016-09-03,12.9,49
2016-10-03,0,38.3
2016-11-03,0,63
2016-12-03,0,0
2016-01-04,0,0
2016-02-04,1.5,0
2016-03-04,3.3,57.3
2016-04-04,6.5,249
2016-05-04,10.7,815
2016-06-04,11.6,2350
2016-07-04,18.2,974
2016-08-04,21.5,348
2016-09-04,11.8,41.4
2016-10-04,0,52.2
2016-11-04,0,66.4
2016-12-04,0,0
2016-01-05,0,0
2016-02-05,1.6,0
2016-03-05,3.3,58.2
2016-04-05,6.5,298
2016-05-05,11,849
2016-06-05,11.6,2480
2016-07-05,18.2,946
2016-08-05,21.2,320
2016-09-05,10.9,47.5
2016-10-05,0,46.7
2016-11-05,0,62.6
2016-12-05,0,0
2016-01-06,0,0
2016-02-06,1.9,0
2016-03-06,3.3,58.9
2016-04-06,6.5,315
2016-05-06,11.1,965
2016-06-06,11.6,2310
2016-07-06,18.6,1040
2016-08-06,20.7,275
2016-09-06,10.1,48
2016-10-06,0,56.8
2016-11-06,0,62.2
2016-12-06,0,0
2016-01-07,0,0
2016-02-07,2.1,0
2016-03-07,3.3,62.5
2016-04-07,6.5,304
2016-05-07,11.3,1250
2016-06-07,11.7,2350
2016-07-07,18.6,928
2016-08-07,20,253
2016-09-07,9.3,44.9
2016-10-07,0,58.4
2016-11-07,0,55.7
2016-12-07,0,0
2016-01-08,0,0
2016-02-08,2.1,0
2016-03-08,3.3,59.5
2016-04-08,6.8,327
2016-05-08,11.3,1950
2016-06-08,12.1,2600
2016-07-08,18.5,788
2016-08-08,20.7,230
2016-09-08,9.2,43.8
2016-10-08,0,48.5
2016-11-08,0,55.6
2016-12-08,0,0
2016-01-09,0,0
2016-02-09,2.2,0
2016-03-09,3.1,55.6
2016-04-09,6.8,346
2016-05-09,11.3,2090
2016-06-09,12.1,2780
2016-07-09,18.3,733
2016-08-09,21.3,213
2016-09-09,8.9,43
2016-10-09,0,48.7
2016-11-09,0,52.4
2016-12-09,0,0
2016-01-10,0,0
2016-02-10,2.3,0
2016-03-10,3.1,56.9
2016-04-10,6.8,392
2016-05-10,11.3,1980
2016-06-10,12.2,2980
2016-07-10,18,674
2016-08-10,21.8,218
2016-09-10,7.7,38.7
2016-10-10,0,57
2016-11-10,0,48.8
2016-12-10,0,0
2016-01-11,0,0
2016-02-11,2.4,0
2016-03-11,3.1,66.5
2016-04-11,6.8,454
2016-05-11,11.3,1850
2016-06-11,12.2,3180
2016-07-11,18,649
2016-08-11,22,203
2016-09-11,6.4,41.9
2016-10-11,0,46.6
2016-11-11,0,49
2016-12-11,0,0
2016-01-12,0,0
2016-02-12,2.5,0
2016-03-12,3.5,67.5
2016-04-12,6.8,453
2016-05-12,11.3,1770
2016-06-12,12.2,3440
2016-07-12,17.9,599
2016-08-12,22,136
2016-09-12,5.1,40.5
2016-10-12,0,52.5
2016-11-12,0,50.2
2016-12-12,0,0
2016-01-13,0,0
2016-02-13,2.5,0
2016-03-13,3.8,69.6
2016-04-13,6.9,461
2016-05-13,11.3,1660
2016-06-13,12.3,3350
2016-07-13,17.7,539
2016-08-13,21.9,123
2016-09-13,4.2,48.2
2016-10-13,0,64.6
2016-11-13,0,50.5
2016-12-13,0,0
2016-01-14,0,0
2016-02-14,2.5,0
2016-03-14,3.8,70.8
2016-04-14,6.9,483
2016-05-14,11.2,1650
2016-06-14,12.3,3040
2016-07-14,17.4,512
2016-08-14,21.2,234
2016-09-14,3.5,55.5
2016-10-14,0,61.9
2016-11-14,0,47.8
2016-12-14,0,0
2016-01-15,0,0
2016-02-15,2.5,0
2016-03-15,4,69.9
2016-04-15,6.9,534
2016-05-15,11.2,1760
2016-06-15,12.7,2580
2016-07-15,17.1,489
2016-08-15,20.5,262
2016-09-15,1.9,52.4
2016-10-15,0,54.7
2016-11-15,0,44.4
2016-12-15,0,0
2016-01-16,0,0
2016-02-16,2.6,0
2016-03-16,4.5,61.3
2016-04-16,7.1,568
2016-05-16,11.3,2050
2016-06-16,12.8,2360
2016-07-16,17.7,480
2016-08-16,20.3,263
2016-09-16,0,46.3
2016-10-16,0,51.6
2016-11-16,0,47.7
2016-12-16,0,0
2016-01-17,0,0
2016-02-17,2.8,0
2016-03-17,4.6,66.1
2016-04-17,7.5,543
2016-05-17,11.3,2060
2016-06-17,12.9,2150
2016-07-17,19.2,479
2016-08-17,20.5,267
2016-09-17,0,44.8
2016-10-17,0,43.5
2016-11-17,0,49.6
2016-12-17,0,0
2016-01-18,0,0
2016-02-18,2.9,0
2016-03-18,4.6,65.5
2016-04-18,8.1,492
2016-05-18,11.4,1950
2016-06-18,14.1,2020
2016-07-18,19.7,544
2016-08-18,20.5,270
2016-09-18,0,39.4
2016-10-18,0,48.7
2016-11-18,0,45.8
2016-12-18,0,0
2016-01-19,0,0
2016-02-19,2.7,42.9
2016-03-19,4.7,79
2016-04-19,8.3,541
2016-05-19,11.4,1910
2016-06-19,14.1,1870
2016-07-19,19.8,575
2016-08-19,20.3,215
2016-09-19,0,33.5
2016-10-19,0,55.4
2016-11-19,0,27
2016-12-19,0,0
2016-01-20,0,0
2016-02-20,2.7,78.6
2016-03-20,4.8,108
2016-04-20,8.4,566
2016-05-20,11.4,1910
2016-06-20,14.1,1870
2016-07-20,19.9,560
2016-08-20,19.8,176
2016-09-20,0,32.2
2016-10-20,0,58.8
2016-11-20,0,49.3
2016-12-20,0,0
2016-01-21,0,0
2016-02-21,2.7,68.8
2016-03-21,4.8,124
2016-04-21,8.4,470
2016-05-21,11.2,2060
2016-06-21,14.3,1900
2016-07-21,20.2,577
2016-08-21,18.9,222
2016-09-21,0,39.7
2016-10-21,0,56.5
2016-11-21,0,64.2
2016-12-21,0,0
2016-01-22,0,0
2016-02-22,2.8,64.2
2016-03-22,4.9,124
2016-04-22,8.4,553
2016-05-22,11.1,2290
2016-06-22,14.4,1770
2016-07-22,20,500
2016-08-22,18.2,214
2016-09-22,0,40.5
2016-10-22,0,53.4
2016-11-22,0,59
2016-12-22,0,0
2016-01-23,0.9,0
2016-02-23,2.9,74.4
2016-03-23,5.7,190
2016-04-23,8.6,703
2016-05-23,11.2,2350
2016-06-23,14.5,1630
2016-07-23,19.9,480
2016-08-23,17.5,177
2016-09-23,0,41.6
2016-10-23,0,54.5
2016-11-23,0,53.3
2016-12-23,0,0
2016-01-24,1,0
2016-02-24,3,52.5
2016-03-24,5.8,152
2016-04-24,8.6,754
2016-05-24,11.2,1970
2016-06-24,15.4,1720
2016-07-24,19.8,425
2016-08-24,17.4,161
2016-09-24,0,40.7
2016-10-24,0,51.8
2016-11-24,0,37
2016-12-24,0,0
2016-01-25,1,0
2016-02-25,3,54.2
2016-03-25,5.8,147
2016-04-25,8.9,725
2016-05-25,11.3,1940
2016-06-25,15.8,1720
2016-07-25,19.8,400
2016-08-25,16.9,172
2016-09-25,0,46.1
2016-10-25,0,49.2
2016-11-25,0,37.7
2016-12-25,0,0
2016-01-26,1,0
2016-02-26,2.9,67.1
2016-03-26,5.8,148
2016-04-26,9.1,854
2016-05-26,11.4,1840
2016-06-26,15.9,1540
2016-07-26,20,370
2016-08-26,16.3,100
2016-09-26,0,48.5
2016-10-26,0,54
2016-11-26,0,31.3
2016-12-26,0,0
2016-01-27,1.2,0
2016-02-27,2.9,71.1
2016-03-27,5.8,145
2016-04-27,9.1,732
2016-05-27,11.4,1670
2016-06-27,15.9,1330
2016-07-27,20.6,334
2016-08-27,16.2,77.8
2016-09-27,0,47.7
2016-10-27,0,60.3
2016-11-27,0,43.4
2016-12-27,0,0
2016-01-28,1.4,0
2016-02-28,2.9,67.8
2016-03-28,5.8,171
2016-04-28,9.3,749
2016-05-28,11.4,1590
2016-06-28,16.1,1230
2016-07-28,20.8,315
2016-08-28,16.4,98
2016-09-28,0,45.1
2016-10-28,0,56.9
2016-11-28,0,48.8
2016-12-28,0,0
2016-01-29,1.4,0
2016-02-29,2.9,66.2
2016-03-29,6,190
2016-04-29,9.4,732
2016-05-29,11.4,1590
2016-06-29,16.1,1170
2016-07-29,21,308
2016-08-29,16,108
2016-09-29,0,39.9
2016-10-29,0,53.4
2016-11-29,0,49.9
2016-12-29,0,0
2016-01-30,1.4,0
2016-03-30,6.1,222
2016-04-30,9.4,726
2016-05-30,NA,1600
2016-06-30,17,1160
2016-07-30,21.4,290
2016-08-30,15.7,121
2016-09-30,0,36.2
2016-10-30,0,53.1
2016-11-30,0,83.7
2016-12-30,0,0
2016-01-31,1.4,0
2016-03-31,6.1,218
2016-05-31,NA,1650
2016-07-31,NA,316
2016-08-31,15.2,114
2016-10-31,0,53.6
2016-12-31,NA,0
2017-01-01,0,0
2017-02-01,0,0
2017-03-01,2.3,41.3
2017-04-01,7.6,72.1
2017-05-01,15,124
2017-06-01,17.5,1850
2017-07-01,17.5,1030
2017-08-01,19.2,413
2017-09-01,13.7,75.7
2017-10-01,0,125
2017-11-01,0,76.1
2017-12-01,0,82.5
2017-01-02,0,0
2017-02-02,0.2,0
2017-03-02,2.6,34.9
2017-04-02,7.6,73
2017-05-02,15,150
2017-06-02,17.5,1850
2017-07-02,17.4,973
2017-08-02,19.2,359
2017-09-02,13.4,71.6
2017-10-02,0,156
2017-11-02,0,79.7
2017-12-02,0,89
2017-01-03,0,0
2017-02-03,0,0
2017-03-03,2.7,32.1
2017-04-03,8,72
2017-05-03,15,158
2017-06-03,17.7,1770
2017-07-03,17.8,892
2017-08-03,19.3,298
2017-09-03,13,68.6
2017-10-03,0,136
2017-11-03,0,94.3
2017-12-03,0,87.6
2017-01-04,0,0
2017-02-04,0.1,0
2017-03-04,2.7,32.5
2017-04-04,8.1,72.2
2017-05-04,15.2,173
2017-06-04,17.9,1900
2017-07-04,17.7,873
2017-08-04,19.5,314
2017-09-04,12.6,56.3
2017-10-04,0,91.9
2017-11-04,0,114
2017-12-04,0,89.4
2017-01-05,0,0
2017-02-05,0.1,0
2017-03-05,3,32.7
2017-04-05,8.9,57.3
2017-05-05,15.2,226
2017-06-05,17.9,2170
2017-07-05,18.6,859
2017-08-05,19.3,277
2017-09-05,11.2,39.5
2017-10-05,0,103
2017-11-05,0,88.4
2017-12-05,0,71.4
2017-01-06,0,0
2017-02-06,0.1,0
2017-03-06,3,33
2017-04-06,8.9,41.4
2017-05-06,15.2,308
2017-06-06,17.9,2250
2017-07-06,18.9,856
2017-08-06,18.5,154
2017-09-06,10.7,52.1
2017-10-06,0,123
2017-11-06,0,94.9
2017-12-06,0,71.2
2017-01-07,0.5,0
2017-02-07,0.1,0
2017-03-07,3.2,30.2
2017-04-07,9,41
2017-05-07,15.2,432
2017-06-07,18.1,2270
2017-07-07,18.8,845
2017-08-07,18,134
2017-09-07,10.6,49.5
2017-10-07,0,122
2017-11-07,0,92.1
2017-12-07,0,59.8
2017-01-08,0.5,0
2017-02-08,0.1,45.1
2017-03-08,3.2,36.8
2017-04-08,9.5,44.3
2017-05-08,15.5,534
2017-06-08,18.2,2660
2017-07-08,18.6,795
2017-08-08,17.6,234
2017-09-08,9.3,43.8
2017-10-08,0,91.3
2017-11-08,0,52.5
2017-12-08,0,67.8
2017-01-09,0.4,0
2017-02-09,0.3,92.3
2017-03-09,3.9,35.2
2017-04-09,10.7,47.6
2017-05-09,15.5,537
2017-06-09,18.2,2810
2017-07-09,18.5,814
2017-08-09,17.3,286
2017-09-09,8.7,51.6
2017-10-09,0,114
2017-11-09,0,49.1
2017-12-09,0,80.9
2017-01-10,0,0
2017-02-10,0.4,106
2017-03-10,4.1,32.1
2017-04-10,12.8,44.7
2017-05-10,15.6,670
2017-06-10,18.2,2900
2017-07-10,18.5,781
2017-08-10,16.8,295
2017-09-10,7,64.1
2017-10-10,0,111
2017-11-10,0,58.9
2017-12-10,0,95.5
2017-01-11,0,0
2017-02-11,0.4,125
2017-03-11,4.8,32.2
2017-04-11,12.8,44.9
2017-05-11,15.6,609
2017-06-11,18,3140
2017-07-11,18.5,721
2017-08-11,17.2,272
2017-09-11,5.2,71.1
2017-10-11,0,106
2017-11-11,0,77.4
2017-12-11,0,133
2017-01-12,0.5,0
2017-02-12,0.6,121
2017-03-12,5.1,33.4
2017-04-12,13.4,42.9
2017-05-12,16.1,562
2017-06-12,18,2960
2017-07-12,18.5,795
2017-08-12,16.7,231
2017-09-12,3.2,165
2017-10-12,0,109
2017-11-12,0,66.8
2017-12-12,0,101
2017-01-13,0,0
2017-02-13,0.6,101
2017-03-13,4.8,33.8
2017-04-13,13.5,43.5
2017-05-13,16.2,764
2017-06-13,18,2840
2017-07-13,18.3,756
2017-08-13,16.1,208
2017-09-13,1.8,208
2017-10-13,0,111
2017-11-13,0,68.9
2017-12-13,0,104
2017-01-14,0,0
2017-02-14,0.7,88.7
2017-03-14,4.8,33.7
2017-04-14,13.7,73.3
2017-05-14,16.2,1020
2017-06-14,18,2300
2017-07-14,17.8,705
2017-08-14,15,217
2017-09-14,1.1,205
2017-10-14,0,106
2017-11-14,0,71.1
2017-12-14,0,107
2017-01-15,0,0
2017-02-15,0.8,71.6
2017-03-15,5.2,33.3
2017-04-15,13.7,110
2017-05-15,16.2,986
2017-06-15,18,1980
2017-07-15,17.2,614
2017-08-15,14.2,211
2017-09-15,0.2,151
2017-10-15,0,96.5
2017-11-15,0,63.7
2017-12-15,0,125
2017-01-16,0,0
2017-02-16,0.8,22.6
2017-03-16,5.2,33.5
2017-04-16,13.7,117
